Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-nop::1]-|,1,[-1000]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:495561383}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:True:12}-|,1,[0]
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:corrupt}(duplicate,),),),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:load:replace:}(duplicate(tamper{TCP:options-altchksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-wscale:replace:208},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:ack:replace:3347548184},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,fragment{tcp:-1:True}(duplicate(,tamper{TCP:options-altchksum:replace:2}),tamper{TCP:options-nop:replace:}))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:load:replace:taawqy654g},fragment{tcp:-1:True}(,fragment{tcp:-1:True}))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:sport:replace:28740})-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:load:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True:35}(fragment{ip:-1:True:3}(tamper{TCP:options-uto:corrupt},),tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:22}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(tamper{TCP:flags:replace:FRAUN},))-|[TCP:options-nop:]-tamper{TCP:chksum:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:1}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(,tamper{TCP:options-wscale:corrupt}),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:False:12}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(,tamper{TCP:options-timestamp:corrupt}(duplicate,))-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:False:28}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:5}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-md5header:e3766b619df65b99451cbbe382e7adfe]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:16198},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True:10}(fragment{tcp:-1:True}(tamper{TCP:options-sack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:corrupt}(fragment{ip:-1:True},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(tamper{TCP:options-timestamp:replace:828838770},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1980039841}(duplicate(tamper{TCP:options-wscale:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:11114}(fragment{ip:-1:False:6},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-nop:replace:}(tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:FSACN},),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False}(duplicate(,tamper{TCP:dataofs:corrupt}),tamper{TCP:sport:corrupt}))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:True}(duplicate,tamper{TCP:options-nop:replace:}),duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:58:False:29}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:replace:22743}-|,1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:window:90:1]-tamper{TCP:seq:replace:2251447620}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:replace:22}(tamper{TCP:reserved:replace:6}(duplicate(tamper{TCP:flags:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:replace:110}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{ip:-1:False},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:True:35}(fragment{tcp:40:False:20},))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{ip:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-wscale:replace:208},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-wscale:replace:208}(duplicate(tamper{TCP:options-altchksumopt:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(fragment{tcp:-1:False},tamper{TCP:options-altchksumopt:replace:})-|[TCP:options-eol:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:5}(tamper{TCP:options-nop:replace:},fragment{tcp:-1:False}(drop,))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:P}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:sport:replace:23098},tamper{TCP:ack:replace:3347548184})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:-1:True}(tamper{TCP:flags:replace:FA},),tamper{TCP:window:replace:30})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:replace:gjn4li0thn}(duplicate(,tamper{TCP:options-timestamp:replace:774462529}),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:flags:replace:SRAUEC}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-altchksumopt:corrupt}),),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:12}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:5}(tamper{TCP:options-md5header:replace:e704f36e7ed18a65e304ba5769406f20},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:3:True:29}(tamper{TCP:options-nop:replace:}(fragment{tcp:-1:True},),tamper{TCP:flags:replace:P}(duplicate,))-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:True}(fragment{tcp:-1:True}(tamper{TCP:chksum:corrupt}(tamper{TCP:load:corrupt}(tamper{TCP:seq:replace:3847722254}(tamper{TCP:options-altchksumopt:corrupt},),),),),tamper{TCP:options-nop:replace:}),)-|",1,[0]
0.0,[TCP:options-timestamp:3021676052:1]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(duplicate,),)-|[TCP:options-altchksumopt::0]-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{ip:-1:False:28}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:90}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:5}(tamper{TCP:load:replace:9rsp2l89c7},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(,tamper{TCP:dataofs:replace:11}),tamper{TCP:options-nop:replace:}(tamper{TCP:options-altchksum:corrupt},))-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:ack:replace:3347548184},tamper{TCP:dport:replace:18141})-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-altchksumopt:]-fragment{tcp:44:False}-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:-1:True}(tamper{TCP:sport:replace:12729},),tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:seq:replace:791389786}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},),),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-mss:replace:8514}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-timestamp:2686897407:3]-tamper{TCP:load:replace:6md2em3k47}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:replace:791389786}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:urgptr:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:44:False:21}(tamper{TCP:sport:replace:47206},),duplicate(tamper{TCP:options-sackok:replace:},))-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:replace:42885},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1980039841}(duplicate(tamper{TCP:options-sack:corrupt},),)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:sport:replace:26846},)-|[TCP:window:130]-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-wscale:replace:32}(tamper{TCP:options-md5header:corrupt}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-timestamp:replace:486300525},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{ip:-1:True:5},duplicate),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:replace:22}(tamper{TCP:options-mss:replace:10473},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:sport:corrupt},tamper{TCP:dport:replace:15532})-|[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:44:False:45}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-duplicate(tamper{TCP:options-md5header:replace:d9367f2968e68e0ef103804acfa77d0f},fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:window:replace:90}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(fragment{tcp:-1:False},tamper{TCP:seq:replace:4250021555})-|[TCP:options-eol:]-fragment{tcp:29:False}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:46:False:5}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,)-|[TCP:options-timestamp:2686897407:3]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-|[TCP:options-eol:]-fragment{tcp:-1:False:14}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-mss:corrupt},tamper{TCP:dport:replace:15532})-|[TCP:ack:553095565]-tamper{TCP:options-sack:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:84}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:window:corrupt},duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-md5header:replace:f0d2d6a1ba2dafa02c82be35d08764ac}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:7},fragment{tcp:-1:True}(tamper{TCP:options-mss:replace:42885},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:992398519}(tamper{TCP:urgptr:replace:17649},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-sack::2]-tamper{TCP:chksum:replace:63889}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:-1:False:5}(fragment{ip:-1:False:21}(tamper{TCP:sport:replace:12729},),tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:3708048092]-tamper{TCP:urgptr:replace:35373}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{tcp:-1:False:5}(tamper{TCP:options-mss:corrupt},),),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:35:False}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(,tamper{TCP:options-wscale:corrupt}))-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-fragment{tcp:14:True}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:130}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:5}(tamper{TCP:load:replace:9rsp2l89c7}(tamper{TCP:window:replace:170},),fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:44:False:21}(tamper{TCP:sport:replace:47206},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(,tamper{TCP:dport:replace:15532})-|[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-wscale:replace:208}(duplicate(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:flags:corrupt},),),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:sport:replace:26846},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate,tamper{TCP:flags:replace:RPUEN})-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:dport:replace:50321},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:ack:replace:3347548184},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-duplicate-|[TCP:ack:341432589]-fragment{tcp:-1:False:14}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:corrupt}(duplicate(,duplicate),),),),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True:5}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(duplicate(tamper{TCP:window:corrupt},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:seq:replace:750915804}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:sport:replace:26846},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,)-|[TCP:options-timestamp:2686897407:3]-|",1,[0]
0.0,"[TCP:options-mss:8283]-tamper{TCP:options-eol:corrupt}(tamper{TCP:dport:replace:16198}(tamper{TCP:options-altchksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{ip:-1:True:5},duplicate(drop,)),)-|[TCP:window:130]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:13}-|,1,[0]
0.0,[TCP:ack:4077409586]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-wscale:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:-1:True}(tamper{TCP:flags:replace:FA},fragment{tcp:-1:True}),duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:replace:30}(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:load:replace:aep9f9ujyn}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(,tamper{TCP:seq:replace:4250021555})-|[TCP:options-eol:]-fragment{tcp:-1:False:5}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(tamper{TCP:options-wscale:corrupt},))-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1980039841}(duplicate(tamper{TCP:options-md5header:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-md5header:replace:30c86adae1194071a62ea29ebdb53139}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:False:28}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:replace:90}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:seq:1051390871]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:ack:replace:3347548184},tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-uto:replace:29},duplicate(,tamper{TCP:ack:corrupt}))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate(drop,),)-|[TCP:sport:56412]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:276f03364270841b05fcb33aa13cca41}(tamper{TCP:urgptr:replace:57945},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:11:False:43},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:load:replace:gopdn3fpxd},fragment{tcp:11:False:43})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-wscale:replace:208},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:load:replace:taawqy654g},fragment{tcp:-1:True}(,fragment{tcp:11:False:5}))-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:urgptr:replace:28261}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|[TCP:options-sack::0]-tamper{TCP:options-mss:replace:65080}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}-|[TCP:options-eol::2]-tamper{TCP:ack:replace:2922289630}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:8}(fragment{ip:-1:True:5},)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:48:True}-|[TCP:options-nop::0]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:42885}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:urgptr:replace:9213},duplicate(tamper{TCP:flags:replace:FRAUN},))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(duplicate,))-|[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksum:replace:195},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dport:corrupt},tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:replace:791389786}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:11:False:43})-|[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:17262}-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-eol:replace:}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:58:False:29}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:load:replace:taawqy654g},tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False}(duplicate,tamper{TCP:options-nop:replace:}),duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:44:False:21}(tamper{TCP:sport:replace:47206},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:window:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:ack:4077409586]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:46:False:5}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(tamper{TCP:flags:replace:FRPUEC},))-|",1,[0]
0.0,"[TCP:options-mss:8283]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:4:False:15})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:corrupt}(duplicate,)-|[TCP:options-timestamp:2686897407:3]-duplicate-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dport:corrupt}(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}(tamper{TCP:flags:replace:SA},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True:5}(tamper{TCP:sport:replace:12729},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dport:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:48:True}(drop,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:50474}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True:5}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:replace:992398519}(fragment{tcp:-1:True},),fragment{ip:-1:True:43}(tamper{TCP:options-altchksumopt:replace:},))-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:-1:True}-|[TCP:options-eol:]-|,1,[0]
