Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-uto:34]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:ack:2398987828]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:36436]-duplicate-|,1,[-10]
-10.0,[TCP:flags:FUCN]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:3]-tamper{TCP:ack:replace:708892303}-|,1,[-10]
-10.0,[TCP:options-wscale:96]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:14]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:6652}(fragment{tcp:-1:True},)-|[TCP:dport:48601]-duplicate-|",1,[-10]
-10.0,"[TCP:load::4]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(fragment{tcp:-1:True},),fragment{tcp:-1:True})-|",1,[-10]
-10.0,[TCP:dport:55425]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:3158289520]-duplicate-|,1,[-10]
-10.0,[TCP:sport:48835:3]-tamper{TCP:seq:replace:3109740898}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:1bdc05a9388e82bf7fe5ae87181b80d0}-|[TCP:options-md5header:3552331061b0f9e372b947050c2c9d62]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:dataofs:replace:8},duplicate)-|[TCP:seq:2605053771]-tamper{TCP:flags:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksum:178:4]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,"[TCP:flags:FRUECN:4]-fragment{tcp:-1:True}(,tamper{TCP:options-sackok:replace:})-|",1,[-10]
-10.0,[TCP:chksum:27971]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:1002604452]-tamper{TCP:reserved:replace:5}(duplicate(tamper{TCP:chksum:replace:48995},tamper{TCP:dataofs:replace:11}),)-|",1,[-10]
-10.0,[TCP:chksum:53083]-tamper{TCP:options-uto:replace:75}-|,1,[-10]
-10.0,[TCP:urgptr:30290]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:options-mss:replace:39315}-|[TCP:seq:2367642331]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:51181]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:options-uto:207]-drop-|,1,[-10]
-10.0,[TCP:sport:52225]-tamper{TCP:options-altchksum:replace:45}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:1bdc05a9388e82bf7fe5ae87181b80d0}-|[TCP:options-altchksum:177]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:window:160:2]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:224]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:30290]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:45582]-duplicate-|,1,[-10]
-10.0,[TCP:window:160:2]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(duplicate,)-|[TCP:options-sack:]-duplicate-|[TCP:options-altchksum:231]-duplicate-|",1,[-10]
-10.0,[TCP:flags:FRUECN:4]-tamper{TCP:seq:replace:2812696142}-|,1,[-10]
-10.0,[TCP:ack:3158289520]-tamper{TCP:dataofs:replace:14}-|,1,[-10]
-10.0,[TCP:ack:3158289520]-tamper{TCP:seq:replace:2363729773}-|,1,[-10]
-10.0,[TCP:options-md5header:19e8a85cdd840b9cef323046caf58d53]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:5]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:dport:32075:4]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SPECN]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-timestamp:1975059348:3]-fragment{tcp:-1:True}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:3515613410:4]-drop-|,1,[-10]
-10.0,[TCP:reserved:1:4]-duplicate-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-md5header:28bcb36b79095f9ce184f76cee7bc937:3]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:flags:UEC]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:dport:replace:33621}-|[TCP:options-wscale:130]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-altchksum:52]-drop-|,1,[-10]
-10.0,[TCP:urgptr:30290]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:load:replace:}(duplicate,)-|[TCP:flags:]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:dataofs:replace:8}(tamper{TCP:options-sack:corrupt},),duplicate)-|[TCP:ack:335749311]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(duplicate,duplicate),)-|[TCP:dport:24649:3]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-md5header:replace:d192117a569a1c7eae07d9c19f6f5c20},)-|[TCP:seq:3789346508]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-mss:replace:62854}(duplicate,),)-|[TCP:options-altchksum:45]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:ack:2107352261]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:34]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-uto:28]-tamper{TCP:urgptr:replace:11596}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|[TCP:reserved:4:3]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:30290]-|[TCP:options-sack::0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:options-timestamp:corrupt},)-|[TCP:options-mss:11670]-duplicate-|",1,[-10]
-10.0,[TCP:urgptr:53214]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:urgptr:30290]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:3:True},)-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:ack:2249430474:2]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:load:2nqsrt49h9]-tamper{TCP:seq:replace:4241446622}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}-|[TCP:sport:4049]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:39:False:19}-|[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt},)-|[TCP:chksum:63614]-tamper{TCP:dport:replace:49238}-|",1,[-10]
-10.0,"[TCP:options-sackok::1]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:chksum:replace:8738},)-|[TCP:options-nop:]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|[TCP:window:110]-tamper{TCP:options-timestamp:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop:]-fragment{tcp:-1:False}-|[TCP:options-mss:9537]-tamper{TCP:flags:replace:S}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:reserved:0]-tamper{TCP:ack:corrupt}(tamper{TCP:window:corrupt},)-|[TCP:options-altchksum:25]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,[TCP:urgptr:30290]-tamper{TCP:options-mss:replace:63592}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:160}(duplicate(duplicate,fragment{tcp:-1:False}),)-|[TCP:chksum:57034]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-nop::0]-fragment{tcp:-1:True:5}-|[TCP:chksum:29826]-tamper{TCP:urgptr:replace:3271}-|,1,[-10]
-10.0,[TCP:options-timestamp:30788141]-tamper{TCP:options-uto:corrupt}-|[TCP:window:130]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},)-|[TCP:window:130]-tamper{TCP:ack:replace:3928341569}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-mss:64565]-tamper{TCP:options-timestamp:replace:440755538}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-altchksum:216]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|[TCP:sport:10400]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:977315330:2]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:window:170:1]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-timestamp:242348962]-tamper{TCP:chksum:replace:50504}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksumopt:replace:}(duplicate,),)-|[TCP:reserved:2]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(duplicate,),fragment{tcp:-1:False}(duplicate,))-|[TCP:options-altchksum:194]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(duplicate(tamper{TCP:options-md5header:replace:316f5557a2c8770a9a996c749bb2c76e},),)-|[TCP:options-md5header:06272a91fc6b7b5db1e6fe4c5493055e:3]-tamper{TCP:urgptr:replace:40363}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:reserved:corrupt},),)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:window:10]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,duplicate)-|[TCP:dport:58741]-tamper{TCP:ack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:urgptr:31300]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(,tamper{TCP:options-sackok:replace:})-|[TCP:dataofs:10]-tamper{TCP:dport:replace:57415}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-timestamp:3340581333]-tamper{TCP:options-uto:replace:13}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}-|[TCP:flags:SAUC]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:reserved:corrupt},duplicate)-|[TCP:options-sackok:]-duplicate-|[TCP:sport:46178]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{ip:-1:False:5}(,fragment{tcp:-1:False}(tamper{TCP:options-md5header:replace:d192117a569a1c7eae07d9c19f6f5c20},))-|[TCP:reserved:2]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-mss:replace:62854}(duplicate(,tamper{TCP:load:corrupt}(duplicate,)),),)-|[TCP:load:__HTTP_REQUEST__:0]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok::0]-fragment{ip:-1:False:5}-|[TCP:options-timestamp:926905520]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate(,drop)-|[TCP:options-altchksum:153]-tamper{TCP:load:replace:}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|[TCP:chksum:42494]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:window:corrupt},)-|[TCP:options-md5header:606d608dfad1361e3cba1aa9a2664a9d]-drop-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(duplicate,)-|[TCP:sport:46967]-tamper{TCP:window:replace:170}-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:urgptr:11578]-drop-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-sack:]-duplicate-|[TCP:ack:2341170124:0]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},),)-|[TCP:dport:2696]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,"[TCP:ack:2244359201]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},),)-|[TCP:dataofs:7]-drop-|",1,[-10]
-10.0,"[TCP:options-eol::0]-tamper{TCP:options-mss:replace:39315}(duplicate(tamper{TCP:options-nop:corrupt},fragment{tcp:22:True}),)-|[TCP:sport:37274]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:window:10]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:sport:replace:61005}-|[TCP:ack:2042047869]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:chksum:22640]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksumopt:replace:}(duplicate(,fragment{tcp:-1:True}),),)-|[TCP:flags:A]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|[TCP:reserved:2]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:True}(duplicate,),)-|[TCP:options-sackok:]-tamper{TCP:ack:replace:282638880}(tamper{TCP:sport:corrupt},)-|[TCP:options-wscale:136]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:options-sack:replace:}(tamper{TCP:dport:replace:42726},)-|[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|[TCP:dataofs:4]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:True}(drop,tamper{TCP:dataofs:corrupt}),)-|[TCP:load:]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:dataofs:15]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:chksum:corrupt}-|[TCP:dataofs:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:41:True}-|[TCP:ack:1619881909]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},)-|[TCP:sport:11290]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:True}-|[TCP:options-timestamp:1478461048]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|[TCP:ack:2156614426]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:options-wscale:59]-duplicate-|",1,[-10]
-10.0,[TCP:seq:2530172762]-tamper{TCP:options-nop:corrupt}-|[TCP:dataofs:4]-tamper{TCP:dataofs:replace:11}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(duplicate,)-|[TCP:ack:1769286925:1]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(tamper{TCP:load:replace:__DNS_REQUEST__}(fragment{tcp:-1:True},),tamper{TCP:options-altchksum:corrupt})-|[TCP:dport:57058]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(tamper{TCP:options-md5header:corrupt},)-|[TCP:reserved:3]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:window:replace:170}-|[TCP:options-altchksum:68]-tamper{TCP:urgptr:replace:59129}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(duplicate,)-|[TCP:sport:15348]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-eol:replace:},duplicate)-|[TCP:seq:812931772]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:reserved:corrupt}-|[TCP:load:]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-md5header:97dc7c9c89b194cb75d4d4cbde574be7]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:114}(duplicate(fragment{tcp:-1:False},fragment{tcp:-1:False}),)-|[TCP:chksum:45580]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|[TCP:window:170]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:dport:replace:12550}(tamper{TCP:urgptr:corrupt},),)-|[TCP:dataofs:6]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:ack:481082432]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|[TCP:dport:35652]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:load:replace:}(tamper{TCP:options-timestamp:corrupt},),duplicate)-|[TCP:seq:707849939]-tamper{TCP:options-timestamp:replace:251111935}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate(,tamper{TCP:options-altchksum:replace:178}))-|[TCP:flags:SRPUN]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:58:True},fragment{ip:-1:False})-|[TCP:options-wscale:202]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:21:False:10}(tamper{TCP:dport:replace:33805},)-|[TCP:options-timestamp:3729796140]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:flags:SPEC]-tamper{TCP:options-altchksum:replace:14}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:ack:replace:2841141898}-|[TCP:chksum:32727]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-wscale:63]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:sport:replace:3162}-|[TCP:reserved:7:2]-drop-|,1,[-10]
-10.0,[TCP:options-sack::0]-fragment{tcp:29:False:14}-|[TCP:dataofs:11]-tamper{TCP:load:replace:v2nh8iz8uc}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:114}(duplicate(fragment{tcp:-1:False},fragment{tcp:-1:False}),)-|[TCP:window:50]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:flags:replace:PAUC},),),)-|[TCP:window:130]-drop-|",1,[-10]
-10.0,[TCP:urgptr:5897]-tamper{TCP:options-altchksum:replace:251}-|[TCP:load:__DNS_REQUEST__:1]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-mss:18900]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-wscale:replace:254},)-|[TCP:dataofs:2]-drop-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(drop,)-|[TCP:dataofs:1]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|[TCP:dataofs:8]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:56:False:9}-|[TCP:options-uto:193]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(duplicate(fragment{tcp:-1:False},),)-|[TCP:flags:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:sport:replace:3162},duplicate)-|[TCP:chksum:10521]-duplicate-|",1,[-10]
-10.0,"[TCP:ack:2244359201]-tamper{TCP:sport:corrupt}(fragment{tcp:59:False:29},)-|[TCP:dataofs:1]-drop-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:2:False:30}-|[TCP:options-timestamp:3937827109]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|[TCP:options-mss:16086]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{ip:-1:True:5}-|[TCP:window:90]-tamper{TCP:options-altchksum:replace:148}-|,1,[-10]
-10.0,[TCP:window:120]-tamper{TCP:reserved:corrupt}-|[TCP:dataofs:9:4]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-wscale:corrupt})-|[TCP:flags:FA]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(duplicate(drop,),)-|[TCP:options-nop:]-tamper{TCP:window:replace:110}(tamper{TCP:options-mss:replace:53883}(fragment{tcp:-1:True},),)-|[TCP:window:10]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:721318609},),)-|[TCP:sport:37762]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3924761864}-|[TCP:options-timestamp:4181524409]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-timestamp:3655760936]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:window:corrupt}-|[TCP:options-wscale:168]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:sport:replace:61005}(fragment{tcp:2:False:30},)-|[TCP:options-altchksum:8]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:ack:replace:1878987212})-|[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:191688877]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{ip:-1:True:7}-|[TCP:dataofs:13]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sack:]-fragment{ip:-1:False:5}-|[TCP:options-wscale:73]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-nop:]-duplicate-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-fragment{tcp:44:True:10}-|[TCP:options-timestamp:2430836021]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:sport:corrupt},),)-|[TCP:flags:FUECN]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{ip:-1:True:12}-|[TCP:seq:3570275594]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:3}-|[TCP:options-mss:45056]-drop-|,1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:-1:False:45}-|[TCP:options-mss:33194]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:load:__HTTP_REQUEST__:3]-duplicate(fragment{tcp:-1:True},)-|[TCP:flags:FA:4]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:dport:corrupt}-|[TCP:ack:3884751763]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:True:2},drop)-|[TCP:options-md5header:c49c91a7e81ca6a2ee6a5837241c2e8d]-tamper{TCP:flags:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dport:corrupt}-|[TCP:options-altchksum:43]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:options-wscale:replace:254},)-|[TCP:options-mss:56435]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:dport:corrupt}-|[TCP:dport:28304]-tamper{TCP:dport:replace:17320}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:1906}(tamper{TCP:dataofs:replace:15},),)-|[TCP:load:__DNS_REQUEST__]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},fragment{ip:-1:False}(tamper{TCP:window:corrupt},))-|[TCP:flags:R:4]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}-|[TCP:options-mss:42343]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(duplicate(drop,tamper{TCP:seq:corrupt}),)-|[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:1310494543}(tamper{TCP:options-mss:replace:53883}(fragment{tcp:-1:True},),)-|[TCP:dport:12196:0]-tamper{TCP:options-sack:replace:}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:34}(duplicate,)-|[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:options-md5header:44c9ca519191be60f4c7738148fcacc1]-duplicate-|",1,[-10]
